Scenario_No,Run_No,TT_seg_len,Avg_TT,Avg_TT_CHGV,Max_TT,Max_TT_CHGV,std_TT,std_TT_21,Max_Queue_Len_ramp1,Avg_Queue_Len_ramp1,Std_Queue_ramp1,Max_Queue_Len_freln1,Avg_Queue_freln1,Std_Queue_freln1,Max_Queue_Len_ramp2,Avg_Queue_Len_ramp2,Std_Queue_ramp2,Max_Queue_Len_freln2,Avg_Queue_freln2,Std_Queue_freln2
Scenario12,4,5499.95,62.6394,64.1074,72.7015,75.1639,2.69236,3.73127,152.312,40.118,51.3041,100.548,17.3896,29.5859,226,55.6275,61.4451,167.62,26.9274,39.1525
Scenario12,5,5499.95,61.9677,61.947,70.2086,73.1965,2.40932,3.13821,193.989,37.1034,51.7595,115.396,17.5148,29.5157,146.411,35.5918,42.2469,119.002,14.8537,23.5132
Scenario13,1,3800,42.843,42.9154,56.0242,53.6956,2.61624,2.68938,145.936,24.2288,41.3128,89.6034,9.46055,21.8898,209.74,47.3117,48.8328,176.651,25.6807,37.6757
Scenario13,2,3800,42.4383,42.7912,46.4194,48.0105,1.23689,1.86307,131.517,34.4237,44.0275,77.1592,11.5886,18.1093,211.012,50.1412,63.029,105.032,20.6514,29.4903
Scenario13,3,3800,42.5526,42.7924,46.9773,54.1068,1.47834,2.21087,245.121,35.2333,61.1447,157.125,12.3679,28.6746,179.537,48.8798,53.2394,140.181,19.3761,34.8569
Scenario13,4,3800,43.2013,43.6364,49.9515,50.5835,2.08694,2.44051,166.75,40.597,50.238,116.532,23.1765,35.0808,196.243,51.6352,54.4496,181.81,20.9643,35.6009
Scenario13,5,3800,42.4787,42.6638,47.8202,47.896,1.54327,1.98758,159.364,38.448,47.6557,146.413,17.7642,28.6597,353.64,55.2078,76.3666,235.308,24.1701,48.2097
Scenario14,1,5499.95,61.8798,62.6503,70.8705,72.8696,2.58521,3.30929,143.514,24.0693,40.9415,87.006,8.88248,20.7778,159.94,53.583,46.5855,143.8,29.1899,36.3453
Scenario14,2,5499.95,61.5713,62.1892,67.1025,67.6274,1.86131,2.47709,132.657,34.3255,43.9088,74.573,10.6995,17.0198,353.295,68.7143,80.3165,201.331,28.9695,41.723
Scenario14,3,5499.95,61.8834,62.1465,73.3287,70.0084,2.43756,2.58569,242.698,35.1049,60.8412,154.536,12.6692,28.3986,223.054,48.4889,57.4176,263.99,23.8375,45.6317
Scenario14,4,5499.95,62.3956,63.1397,67.3956,69.6504,2.11765,2.70839,164.328,40.2135,49.6735,113.946,21.9873,34.4957,206.698,55.177,56.7963,178.222,28.8485,46.0297
Scenario14,5,5499.95,61.9755,62.9747,71.4289,73.1342,2.43681,3.61244,166.575,38.218,47.6039,146.492,16.7764,28.36,201.731,56.0658,51.5805,193.526,29.6861,42.1291
Scenario15,1,3800,42.1179,42.4165,45.2197,46.4568,1.23348,1.48493,146.822,24.5302,40.7138,103.6,13.2993,26.0539,188.446,47.4397,56.0947,121.195,17.5031,26.4682
Scenario15,2,3800,42.3902,42.8947,45.7606,46.6891,1.13094,1.41413,162.386,38.6864,47.2205,129.876,18.5157,32.7118,247.998,58.1591,64.6001,191.815,24.0887,38.4471
Scenario15,3,3800,42.9314,43.4326,50.2919,54.1204,2.07647,2.5724,207.91,54.7857,63.5419,96.9321,19.3148,25.8642,352.372,64.9337,73.7296,355.954,31.0233,54.2092
Scenario15,4,3800,42.9224,43.4155,50.3182,49.6609,1.84431,2.0907,168.29,60.9075,55.8352,153.692,25.2313,32.7218,169.644,65.0968,57.5762,180.689,32.7821,43.1563
Scenario15,5,3800,42.7866,43.4152,54.7914,56.4227,2.36135,2.7423,167.106,39.9333,49.4815,75.0405,12.629,17.741,262.848,56.8185,63.501,242.323,27.1318,50.5032
Scenario16,1,5499.95,61.7938,62.3179,71.3523,72.6087,2.84944,3.21185,144.4,24.3017,40.3079,99.3001,11.5495,24.4593,256.889,62.4194,65.6479,249.279,40.0324,57.0516
Scenario16,2,5499.95,61.3184,61.9905,66.7132,68.2021,1.75262,2.12433,159.964,38.9454,47.4075,130.353,18.7498,33.171,231.455,66.8479,66.8897,175.589,36.5318,48.9875
Scenario16,3,5499.95,61.6863,62.491,65.5923,68.1227,1.53294,2.13122,205.487,54.8363,63.5749,94.6884,18.1601,25.7125,294.488,83.7443,73.838,192.659,32.3498,41.6647
Scenario16,4,5499.95,62.7441,63.7179,75.1185,76.5766,3.00502,3.6589,165.868,60.1801,55.343,180.247,28.2519,40.5036,390.683,91.4487,106.796,461.565,53.9549,86.6992
Scenario16,5,5499.95,61.669,62.7939,68.8339,73.1117,2.23874,3.07321,164.684,42.1758,50.7983,77.0896,13.4116,19.145,205.141,66.3844,55.8234,149.977,33.038,37.7719
Scenario17,1,3800,43.1114,0,57.4156,0,3.07841,0,234.775,15.2113,42.1492,90.2177,4.45945,15.8916,256.314,51.8133,61.2695,276.428,34.3522,61.8774
Scenario17,2,3800,42.46,0,48.223,0,1.39919,0,149.986,27.9398,44.8355,75.3453,8.21941,16.4735,178.373,37.6697,50.42,105.032,12.8954,24.1829
Scenario17,3,3800,42.8448,0,52.3952,0,1.91473,0,148.836,35.8394,46.8833,117.039,13.3901,24.2905,138.568,43.2976,42.6325,133.33,18.2564,26.3309
Scenario17,4,3800,43.1502,0,49.6871,0,1.91419,0,166.777,30.6412,44.7542,156.645,12.6269,27.3757,141.564,43.2792,46.5023,148.41,18.4093,29.5396
Scenario17,5,3800,43.0576,0,52.7832,0,2.51211,0,191.531,33.2084,47.4232,143.53,17.6272,30.3817,184.319,45.3493,55.6594,229.952,24.1383,44.5432
Scenario18,1,5499.95,62.0705,0,73.6465,0,2.69299,0,79.525,9.94907,26.2978,55.2409,3.52132,11.8104,229.471,44.8779,58.7227,138.5,16.2131,27.6683
Scenario18,2,5499.95,61.3571,0,65.2915,0,1.56003,0,147.564,27.7719,44.4379,72.7591,7.56133,15.5047,255.735,41.1957,53.1408,142.359,17.4851,26.7948
Scenario18,3,5499.95,62.161,0,69.032,0,2.16545,0,150.638,35.7395,46.7533,114.453,12.5888,23.4989,254.434,55.0849,61.0231,234.266,32.2867,48.6162
Scenario18,4,5499.95,62.3282,0,69.8682,0,2.04845,0,164.355,31.8446,46.9404,154.059,12.8771,28.0108,175.158,57.5497,50.8769,167.62,29.0863,38.7249
Scenario18,5,5499.95,61.827,0,67.976,0,1.99391,0,189.109,32.9683,47.1892,140.975,17.2764,29.9512,146.411,37.2184,44.8201,161.933,18.571,31.0675
Scenario19,1,3799.97,41.5136,42.0209,52.19,48.4514,1.71491,1.86277,-1000,-1000,-1000,-1000,-1000,-1000,107.208,7.66721,24.7179,346.939,7.93818,47.0034
Scenario19,2,3799.97,41.3308,41.8249,43.0847,44.7842,0.583057,1.55651,-1000,-1000,-1000,-1000,-1000,-1000,78.9634,4.29068,18.0283,44.2398,1.5535,7.12838
Scenario19,3,3799.97,41.8159,42.6421,51.808,53.4792,1.86878,2.5343,-1000,-1000,-1000,-1000,-1000,-1000,108.706,8.26015,25.018,296.825,13.0832,49.8102
Scenario19,4,3799.97,41.3336,42.3473,43.2058,49.6881,0.734013,1.94811,-1000,-1000,-1000,-1000,-1000,-1000,81.1259,6.19995,20.6751,78.9422,3.44514,12.948
Scenario19,5,3799.97,41.4649,42.5149,44.4284,44.5299,0.828117,1.15029,-1000,-1000,-1000,-1000,-1000,-1000,79.5546,4.20211,17.6612,45.4583,2.99221,10.0443
Scenario20,1,5500,59.4962,59.5929,64.233,61.6847,1.08999,1.31368,-1000,-1000,-1000,-1000,-1000,-1000,113.537,6.36435,23.2966,221.054,7.1281,32.6417
Scenario20,2,5500,59.5125,60.5847,61.2723,63.9228,0.710508,1.46819,-1000,-1000,-1000,-1000,-1000,-1000,79.7162,9.92086,26.2226,78.707,4.5739,13.8352
Scenario20,3,5500,59.465,60.743,61.4514,64.8071,0.822596,1.76152,-1000,-1000,-1000,-1000,-1000,-1000,79.9338,4.32952,18.1921,27.3665,1.38351,5.82325
Scenario20,4,5500,59.4295,61.3227,61.7928,64.738,0.861612,2.38878,-1000,-1000,-1000,-1000,-1000,-1000,150.928,15.5184,37.0817,42.0955,3.74389,10.31
Scenario20,5,5500,59.5107,60.2119,61.1085,64.4194,0.840949,2.07998,-1000,-1000,-1000,-1000,-1000,-1000,80.3376,8.47896,24.4605,27.2223,2.61987,7.62538
Scenario21,1,3799.97,41.4623,42.3025,49.7677,48.7043,1.41116,1.47327,-1000,-1000,-1000,-1000,-1000,-1000,108.019,9.16168,26.6662,283.35,8.39745,39.8212
Scenario21,2,3799.97,41.3351,41.9397,42.5945,44.7123,0.499203,1.29191,-1000,-1000,-1000,-1000,-1000,-1000,79.9175,7.13112,22.7606,55.3776,2.68691,9.09198
Scenario21,3,3799.97,41.6977,42.3194,49.4174,48.6741,1.53473,1.79416,-1000,-1000,-1000,-1000,-1000,-1000,78.7749,9.03853,24.6124,263.612,14.2598,48.7882
Scenario21,4,3799.97,41.4599,42.303,43.7785,45.4182,0.798574,1.37267,-1000,-1000,-1000,-1000,-1000,-1000,81.1259,8.51507,24.565,42.7871,2.94076,9.95217
Scenario21,5,3799.97,41.4034,42.1579,43.1008,44.9894,0.681486,1.17939,-1000,-1000,-1000,-1000,-1000,-1000,80.8352,7.09975,22.6663,45.3479,2.65641,9.77361
Scenario22,1,5500,59.3497,60.3244,61.8998,65.7311,0.870779,2.0493,-1000,-1000,-1000,-1000,-1000,-1000,113.537,7.79092,25.2241,51.0392,3.9211,11.7843
Scenario22,2,5500,59.473,59.7641,61.3379,61.5251,0.697033,1.51481,-1000,-1000,-1000,-1000,-1000,-1000,184.607,9.00076,31.5417,78.707,2.34764,11.5173
Scenario22,3,5500,59.4527,60.7554,61.5937,64.0585,0.839234,1.79253,-1000,-1000,-1000,-1000,-1000,-1000,217.567,19.0918,47.9573,79.0009,4.46717,13.5772
Scenario22,4,5500,59.3728,60.6344,61.649,64.2317,0.896389,1.82782,-1000,-1000,-1000,-1000,-1000,-1000,78.4048,2.82132,14.6583,95.6286,2.72585,14.7095
Scenario22,5,5500,59.4739,60.5014,61.1848,64.4194,0.829613,1.88341,-1000,-1000,-1000,-1000,-1000,-1000,78.9709,9.86645,26.0777,80.9777,4.57368,14.215
Scenario23,1,3799.97,41.4639,42.1259,47.5058,47.9332,1.15488,1.78299,-1000,-1000,-1000,-1000,-1000,-1000,80.497,18.3815,32.2511,185.814,10.0727,27.0947
Scenario23,2,3799.97,41.3627,41.9638,44.6421,45.7832,0.679602,1.19419,-1000,-1000,-1000,-1000,-1000,-1000,112.537,31.2023,39.4018,38.4096,6.22803,10.6229
Scenario23,3,3799.97,41.4082,41.8055,44.2096,44.2245,0.771585,1.07719,-1000,-1000,-1000,-1000,-1000,-1000,150.809,26.948,40.1625,47.1693,7.41606,13.696
Scenario23,4,3799.97,41.4355,41.9623,43.9132,44.132,0.839978,1.21706,-1000,-1000,-1000,-1000,-1000,-1000,183.263,26.4866,43.1966,155.843,11.6246,25.8036
Scenario23,5,3799.97,41.472,42.2183,44.9525,46.0556,0.780424,1.36915,-1000,-1000,-1000,-1000,-1000,-1000,130.069,26.1225,40.2728,71.9118,8.19659,15.0719
Scenario24,1,5500,59.2835,59.5191,61.2027,63.6385,0.813637,1.98727,-1000,-1000,-1000,-1000,-1000,-1000,303.351,21.5128,55.1477,44.5973,5.00885,11.0792
Scenario24,2,5500,59.3397,59.8226,60.8497,62.6458,0.680213,1.62075,-1000,-1000,-1000,-1000,-1000,-1000,237.735,20.6394,51.0001,78.707,4.14747,13.7877
Scenario24,3,5500,59.4111,59.6734,62.1767,65.5313,0.939428,2.1596,-1000,-1000,-1000,-1000,-1000,-1000,191.559,14.393,38.1597,113.887,8.90852,22.9116
Scenario24,4,5500,59.2525,60.0378,61.649,64.367,0.863875,2.02918,-1000,-1000,-1000,-1000,-1000,-1000,176.644,12.4366,40.9172,86.3343,4.58159,16.0251
Scenario24,5,5500,59.4163,60.5738,60.9869,64.4194,0.746742,1.9765,-1000,-1000,-1000,-1000,-1000,-1000,295.07,38.1904,65.672,50.1813,7.66592,13.2708
Scenario25,1,3799.97,41.2511,41.83,44.2256,45.545,0.729718,1.31932,-1000,-1000,-1000,-1000,-1000,-1000,135.762,35.6065,43.7046,90.3353,11.4836,17.0328
Scenario25,2,3799.97,41.4565,42.0526,43.0013,45.3583,0.615044,1.22103,-1000,-1000,-1000,-1000,-1000,-1000,148.322,60.2319,46.721,77.3331,16.6503,18.2427
Scenario25,3,3799.97,41.6803,42.3018,44.6069,46.7287,1.01283,1.39636,-1000,-1000,-1000,-1000,-1000,-1000,141.105,53.004,48.241,165.52,17.2618,27.8127
Scenario25,4,3799.97,41.5274,42.2505,44.5095,46.8392,0.995427,1.45641,-1000,-1000,-1000,-1000,-1000,-1000,135.124,54.4145,48.9817,236.515,19.4327,36.1434
Scenario25,5,3799.97,41.3757,41.9504,44.7752,45.6402,0.913186,1.39669,-1000,-1000,-1000,-1000,-1000,-1000,163.281,43.3134,50.7439,150.793,13.4533,24.0535
Scenario26,1,5500,59.066,59.4618,60.8295,63.415,0.785889,1.82545,-1000,-1000,-1000,-1000,-1000,-1000,302.248,20.6763,58.4772,29.7415,2.72166,7.91661
Scenario26,2,5500,59.3651,59.85,61.3161,63.7174,0.767811,1.65857,-1000,-1000,-1000,-1000,-1000,-1000,496.764,43.6768,97.5356,79.3187,5.75635,14.2171
Scenario26,3,5500,59.2823,59.6876,61.0476,63.024,0.747905,1.55461,-1000,-1000,-1000,-1000,-1000,-1000,463.753,37.8595,92.1807,99.9943,5.72764,17.861
Scenario26,4,5500,59.1435,59.792,61.4199,62.6319,0.953861,1.49192,-1000,-1000,-1000,-1000,-1000,-1000,230.235,27.6765,53.6108,78.4216,8.03102,17.6312
Scenario26,5,5500,59.1183,59.8138,60.6667,64.9072,0.792607,1.90895,-1000,-1000,-1000,-1000,-1000,-1000,325.514,37.5671,74.0908,77.611,8.07569,15.8243
Scenario27,1,3799.97,41.4017,41.0574,50.3637,47.0487,1.43362,1.51413,-1000,-1000,-1000,-1000,-1000,-1000,79.2117,4.74728,18.0402,300.006,6.07114,40.4949
Scenario27,2,3799.97,41.3083,41.262,42.8855,42.65,0.5948,1.11767,-1000,-1000,-1000,-1000,-1000,-1000,78.9634,5.64505,20.3443,44.2398,1.94546,8.36121
Scenario27,3,3799.97,42.0584,42.1055,50.8571,53.9679,2.24671,3.26196,-1000,-1000,-1000,-1000,-1000,-1000,80.6625,9.15505,25.0091,349.182,24.458,71.4563
Scenario27,4,3799.97,41.3127,41.6031,43.2714,46.9272,0.69869,1.65769,-1000,-1000,-1000,-1000,-1000,-1000,77.783,4.67429,17.8723,18.4213,0.919657,3.87744
Scenario27,5,3799.97,41.5184,41.8579,47.367,46.8206,1.0987,1.65764,-1000,-1000,-1000,-1000,-1000,-1000,107.458,9.02768,26.2999,211.023,7.7551,31.8877
Scenario28,1,5500,59.5693,59.3262,65.6577,62.7728,1.24487,1.6508,-1000,-1000,-1000,-1000,-1000,-1000,113.537,9.23375,26.9796,263.96,10.632,40.9879
Scenario28,2,5500,59.5349,59.3806,61.2723,61.3593,0.758453,1.81884,-1000,-1000,-1000,-1000,-1000,-1000,79.8696,9.89195,26.1476,78.707,5.28144,14.616
Scenario28,3,5500,59.5871,59.4476,62.5518,62.6982,0.907962,1.68592,-1000,-1000,-1000,-1000,-1000,-1000,79.9338,7.7955,23.131,102.973,4.71921,15.817
Scenario28,4,5500,59.4837,59.5281,61.7928,63.729,0.90249,2.01506,-1000,-1000,-1000,-1000,-1000,-1000,80.3495,7.22541,23.0619,185.528,8.10722,32.1159
Scenario28,5,5500,59.509,59.3724,61.127,63.5409,0.828085,1.82162,-1000,-1000,-1000,-1000,-1000,-1000,80.3376,9.94655,26.2922,27.2223,2.20545,7.13398
Scenario29,1,3799.97,41.57,41.5858,49.2359,48.8908,1.51869,2.07867,-1000,-1000,-1000,-1000,-1000,-1000,78.8329,2.85972,14.857,196.288,10.173,36.186
Scenario29,2,3799.97,41.3808,41.3944,45.0481,45.2121,0.783596,1.38032,-1000,-1000,-1000,-1000,-1000,-1000,76.7174,1.39486,10.3446,27.4128,0.498414,3.69633
Scenario29,3,3799.97,41.5525,41.5713,49.8325,48.9174,1.44161,1.95584,-1000,-1000,-1000,-1000,-1000,-1000,80.6675,8.58166,24.7522,291.401,10.0997,43.3875
Scenario29,4,3799.97,41.2739,41.479,43.0104,44.6557,0.712871,1.51297,-1000,-1000,-1000,-1000,-1000,-1000,80.4782,9.31678,25.1046,28.2952,1.79581,6.00774
Scenario29,5,3799.97,41.3163,41.3307,43.1008,43.3194,0.656397,1.25145,-1000,-1000,-1000,-1000,-1000,-1000,79.4846,6.1434,20.5009,17.6823,0.629379,3.27058
Scenario30,1,5500,59.4498,59.3937,64.0549,63.5164,1.08429,1.54519,-1000,-1000,-1000,-1000,-1000,-1000,113.537,3.49443,18.4621,192.779,8.42982,32.2914
Scenario30,2,5500,59.482,59.4015,61.315,63.1435,0.759485,1.69203,-1000,-1000,-1000,-1000,-1000,-1000,79.7162,5.65308,20.3741,78.707,3.51135,14.5076
Scenario30,3,5500,59.55,59.4588,62.6776,64.3276,0.930764,1.90544,-1000,-1000,-1000,-1000,-1000,-1000,77.7791,2.80645,14.5807,55.6486,2.04279,9.12551
Scenario30,4,5500,59.4759,59.8931,61.5392,63.6671,0.91341,2.08823,-1000,-1000,-1000,-1000,-1000,-1000,80.3495,9.94599,26.2926,65.4753,6.0767,14.5277
Scenario30,5,5500,59.4646,59.3369,61.4252,62.903,0.843234,1.8628,-1000,-1000,-1000,-1000,-1000,-1000,79.605,7.07952,22.5977,80.9777,3.71319,13.6365
Scenario31,1,3799.97,41.2828,41.2537,46.3661,45.6331,1.06568,1.39296,-1000,-1000,-1000,-1000,-1000,-1000,80.9613,9.87064,26.0932,139.495,5.29626,20.3185
Scenario31,2,3799.97,41.1657,41.341,43.6873,43.2636,0.626612,0.942931,-1000,-1000,-1000,-1000,-1000,-1000,127.004,12.3667,30.8636,52.4867,3.20486,10.4723
Scenario31,3,3799.97,41.4873,41.5157,46.6316,46.7563,1.17441,1.33726,-1000,-1000,-1000,-1000,-1000,-1000,80.3956,15.7501,31.7924,170.7,9.07665,26.4554
Scenario31,4,3799.97,41.1753,41.5039,42.7783,44.0097,0.711424,1.20197,-1000,-1000,-1000,-1000,-1000,-1000,81.1351,9.35155,25.2046,22.2976,2.07302,6.00622
Scenario31,5,3799.97,41.5338,41.6424,47.8704,48.1515,1.17507,1.66481,-1000,-1000,-1000,-1000,-1000,-1000,133.968,11.4638,31.1576,277.063,8.70577,41.4158
Scenario32,1,5500,59.4127,59.3944,64.4867,64.0609,1.14266,1.67855,-1000,-1000,-1000,-1000,-1000,-1000,133.33,10.1855,28.4987,277.335,8.19472,38.852
Scenario32,2,5500,59.3651,59.6624,60.9764,62.6342,0.731534,1.46291,-1000,-1000,-1000,-1000,-1000,-1000,80.3044,8.48226,24.4695,78.707,3.52973,14.5369
Scenario32,3,5500,59.5386,59.6675,62.7327,62.9939,1.04389,1.50912,-1000,-1000,-1000,-1000,-1000,-1000,144.432,9.77066,29.3441,116.734,4.19587,16.8348
Scenario32,4,5500,59.4797,59.9296,61.8261,63.5723,0.977436,1.63665,-1000,-1000,-1000,-1000,-1000,-1000,138.68,10.9618,29.9823,230.832,11.6516,35.4031
Scenario32,5,5500,59.5124,59.6808,61.5453,63.6053,0.809264,1.72627,-1000,-1000,-1000,-1000,-1000,-1000,80.5315,12.777,29.1583,89.678,6.4645,16.5709
Scenario33,1,3799.97,41.1497,41.3866,44.7014,45.7243,0.843858,1.2359,-1000,-1000,-1000,-1000,-1000,-1000,80.0706,15.6602,31.6154,117.568,6.11507,18.0353
Scenario33,2,3799.97,41.306,41.5978,47.6171,48.0718,0.987284,1.08704,-1000,-1000,-1000,-1000,-1000,-1000,170.057,29.6557,44.1345,221.922,12.7895,32.7545
Scenario33,3,3799.97,41.6529,41.8922,48.277,47.7398,1.47879,1.66241,-1000,-1000,-1000,-1000,-1000,-1000,183.749,30.2841,44.8485,386.983,21.8621,63.6884
Scenario33,4,3799.97,41.2185,41.4543,45.4781,46.1958,0.994605,1.21493,-1000,-1000,-1000,-1000,-1000,-1000,137.097,26.7461,44.1793,234.671,12.5471,34.8268
Scenario33,5,3799.97,41.2461,41.5612,45.4873,49.0548,0.87733,1.41694,-1000,-1000,-1000,-1000,-1000,-1000,153.06,18.2099,40.775,363.395,16.1396,59.6473
Scenario34,1,5500,59.3236,59.7433,61.8825,62.2706,0.972006,1.43362,-1000,-1000,-1000,-1000,-1000,-1000,133.874,16.7422,34.5466,87.966,8.75598,20.5638
Scenario34,2,5500,59.4395,59.9303,61.2536,62.3796,0.713743,1.06545,-1000,-1000,-1000,-1000,-1000,-1000,127.179,24.2816,41.0171,147.836,8.77977,21.9351
Scenario34,3,5500,59.5538,59.9117,61.5883,63.1052,0.899022,1.61639,-1000,-1000,-1000,-1000,-1000,-1000,143.456,28.6141,41.727,188.353,11.2918,28.7242
Scenario34,4,5500,59.313,59.6623,63.0231,62.8738,1.01776,1.46584,-1000,-1000,-1000,-1000,-1000,-1000,138.001,21.3613,38.0422,117.222,10.2941,23.033
Scenario34,5,5500,59.333,59.7396,60.9715,63.0068,0.82265,1.32568,-1000,-1000,-1000,-1000,-1000,-1000,111.984,14.568,31.0083,207.209,9.67664,31.0274
Scenario35,1,3799.97,41.5075,0,52.6958,0,1.74018,0,-1000,-1000,-1000,-1000,-1000,-1000,77.832,4.19195,17.616,374.143,10.037,51.6143
Scenario35,2,3799.97,41.3103,0,42.3591,0,0.535093,0,-1000,-1000,-1000,-1000,-1000,-1000,136.033,3.93753,21.1422,48.1719,0.875852,6.49549
Scenario35,3,3799.97,41.4702,0,47.9291,0,1.19526,0,-1000,-1000,-1000,-1000,-1000,-1000,80.3355,5.76197,20.7657,142.332,5.5276,25.2631
Scenario35,4,3799.97,41.3395,0,43.1744,0,0.654906,0,-1000,-1000,-1000,-1000,-1000,-1000,78.9657,5.66846,20.4288,18.4213,0.609527,3.18271
Scenario35,5,3799.97,41.4649,0,44.4729,0,0.839426,0,-1000,-1000,-1000,-1000,-1000,-1000,79.5546,2.88708,14.9992,38.3263,1.59317,7.03028
Scenario36,1,5500,59.6163,0,65.5486,0,1.29434,0,-1000,-1000,-1000,-1000,-1000,-1000,113.537,12.0834,29.8913,342.39,14.8667,55.7552
Scenario36,2,5500,59.5549,0,61.3433,0,0.755216,0,-1000,-1000,-1000,-1000,-1000,-1000,77.6227,5.11429,18.6957,42.5849,1.57872,7.04685
Scenario36,3,5500,59.5854,0,63.3452,0,0.986453,0,-1000,-1000,-1000,-1000,-1000,-1000,80.1474,4.27658,17.9721,247.229,5.58937,33.503
Scenario36,4,5500,59.4775,0,61.7928,0,0.847661,0,-1000,-1000,-1000,-1000,-1000,-1000,138.68,5.43269,23.7377,100.32,3.16051,15.0642
Scenario36,5,5500,59.5515,0,61.166,0,0.793047,0,-1000,-1000,-1000,-1000,-1000,-1000,80.3376,5.67286,20.451,29.4999,1.4812,6.23642
Scenario37,1,4001.4,43.8026,45.3011,51.4923,50.4794,1.32001,1.96055,235.049,60.2889,59.428,178.901,27.695,37.3537,43.8951,2.17039,8.12749,343.191,12.1007,50.4321
Scenario37,2,4001.4,43.6994,45.1655,46.0191,49.6215,0.798716,1.87468,175.086,56.5831,54.668,76.7055,17.827,21.6466,54.4932,0.990786,7.34786,145.495,2.64537,19.6186
Scenario37,3,4001.4,43.6601,45.466,44.994,50.0048,0.644598,1.95231,491.546,83.0274,102.581,294.883,34.2762,47.8079,67.376,1.63419,9.52492,119.433,5.96108,22.4596
Scenario37,4,4001.4,43.829,45.6105,47.3196,51.3035,1.07156,1.90883,301.22,94.302,68.0425,175.247,43.2647,44.7671,41.2767,1.95987,8.41187,191.102,8.51928,33.1579
Scenario37,5,4001.4,43.7179,45.5256,46.435,50.9722,0.889839,2.30271,404.432,62.6588,68.1038,212.37,26.3137,36.3605,32.0514,1.51975,6.43515,153.222,8.44818,31.2401
Scenario38,1,5500.9,59.8898,61.8368,63.6049,68.8302,1.17676,2.47985,220.682,63.3946,58.8131,140.508,28.2605,33.2811,16.6665,0.303028,2.24732,153.8,5.13081,26.7678
Scenario38,2,5500.9,59.8902,61.2749,61.8299,66.804,0.812946,2.05929,220.146,63.7777,54.0704,106.655,22.8294,25.6423,14.6387,0.266158,1.97388,75.846,1.37902,10.2271
Scenario38,3,5500.9,60.1528,61.9279,68.9597,66.603,1.67021,2.23026,248.745,76.249,75.3027,276.771,30.2725,48.9683,78.253,1.79407,10.8555,303.026,6.98174,42.0978
Scenario38,4,5500.9,60.0987,62.4165,63.5209,71.8249,1.17148,2.73305,200.617,83.0114,59.5237,181.405,38.3043,38.4597,22.3039,0.707979,3.71837,153.83,4.23506,23.1476
Scenario38,5,5500.9,59.9759,62.5981,62.5288,75.0904,1.04892,3.37025,292.841,61.9006,68.6316,184.8,27.9338,39.3104,18.3434,0.333517,2.47343,122.025,2.21864,16.4539
Scenario39,1,4001.4,44.0798,45.5062,52.6994,52.0505,1.71945,2.09528,298.666,66.9429,65.1617,119.023,28.5302,31.0431,76.18,4.11193,12.6442,396.78,20.3462,65.9537
Scenario39,2,4001.4,44.0042,45.285,47.5615,52.4318,1.01875,2.2578,218.912,68.3045,57.7534,212.012,28.8431,38.4766,75.1075,4.49,15.6366,306.919,16.9781,52.6183
Scenario39,3,4001.4,43.9924,45.7293,48.0376,53.3838,1.10847,2.28856,260.438,61.711,60.3378,230.398,29.2485,46.7121,130.559,4.92628,19.7378,226.834,18.032,51.1708
Scenario39,4,4001.4,43.8414,45.7881,46.937,58.3965,1.05426,2.62408,308.738,96.2862,71.1165,171.248,42.5851,43.897,40.884,3.05778,9.0842,281.787,15.2401,50.4494
Scenario39,5,4001.4,43.7839,45.5319,46.0927,50.9722,0.888879,2.11631,249.401,54.7279,53.8092,154.607,24.8652,30.6482,78.2624,2.532,11.9005,152.618,9.61588,35.0932
Scenario40,1,5500.9,60.0667,62.1931,63.6049,69.0192,1.21381,2.16013,250.924,73.3169,70.5713,148.447,33.1061,38.2626,17.6794,0.628754,3.2674,127.696,3.74355,20.0234
Scenario40,2,5500.9,60.0301,61.5715,61.5772,66.6125,0.860147,1.96776,198.213,67.9776,56.7944,152.137,24.8805,29.8196,0,0,0,0,0,0
Scenario40,3,5500.9,60.3953,62.0921,70.835,66.9241,1.79329,2.02809,253.883,78.6971,72.7464,255,38.0755,50.3659,20.0509,0.684522,3.5641,257.977,6.8673,38.077
Scenario40,4,5500.9,60.332,62.4472,64.3197,68.1874,1.3506,1.96512,218.147,87.83,61.653,147.088,38.3341,36.3213,25.5482,1.7984,5.83294,132.763,11.726,34.6548
Scenario40,5,5500.9,60.0766,62.5261,63.2371,75.0904,1.16184,2.93145,396.76,68.72,79.9713,186.999,30.721,45.7863,18.3434,0.333517,2.47343,122.025,2.21864,16.4539
Scenario41,1,4001.4,44.481,46.1556,54.0758,55.7504,1.85602,2.42055,464.587,92.8069,89.371,288.818,42.2605,58.4224,81.253,5.00961,14.1454,210.54,21.8082,52.0652
Scenario41,2,4001.4,44.7719,46.3137,54.8282,65.9615,2.25578,3.59496,304.789,85.6809,74.1572,446.092,43.4363,75.7891,156.244,10.7255,27.3872,465.581,36.8444,89.6756
Scenario41,3,4001.4,44.4253,45.708,54.7303,51.632,1.82399,1.90218,569.538,120.308,114.961,313.357,50.8786,52.0359,80.6159,8.00836,21.2212,361.171,29.7929,73.3471
Scenario41,4,4001.4,44.7168,46.3299,57.7464,58.2142,2.40887,3.42912,367.7,122.812,91.9849,229.09,53.4367,53.2211,67.3576,7.59444,15.0929,707.457,53.3814,117.389
