Scenario_No,Run_No,dc_Avg_spd,dc_min_spd,pos,lane
Scenario18,5,61.8823,58.9772,2500,2
Scenario18,5,61.5682,57.7975,3000,1
Scenario18,5,61.7776,57.8973,3000,2
Scenario18,5,57.5039,43.2603,3500,1
Scenario18,5,59.0186,39.104,3500,2
Scenario18,5,57.9637,41.9104,4000,1
Scenario18,5,58.1059,45.9004,4000,2
Scenario18,5,59.025,49.0423,4500,1
Scenario18,5,58.9106,48.336,4500,2
Scenario19,1,62.931,58.2141,0,1
Scenario19,1,62.8562,58.426,0,2
Scenario19,1,63.5383,60.7034,500,1
Scenario19,1,63.1907,59.4166,500,2
Scenario19,1,63.9267,61.7217,1000,1
Scenario19,1,63.8343,61.4985,1000,2
Scenario19,1,62.2845,56.8442,1500,1
Scenario19,1,63.3514,60.6949,1500,2
Scenario19,1,62.5618,50.3008,2000,1
Scenario19,1,62.9681,49.4161,2000,2
Scenario19,1,60.293,22.7984,2500,1
Scenario19,1,60.7944,22.5667,2500,2
Scenario19,2,62.8264,57.7081,0,1
Scenario19,2,62.752,60.3121,0,2
Scenario19,2,63.2153,60.1443,500,1
Scenario19,2,63.1484,60.9767,500,2
Scenario19,2,63.7308,60.9385,1000,1
Scenario19,2,63.7858,60.9405,1000,2
Scenario19,2,61.7437,52.7228,1500,1
Scenario19,2,63.2079,57.3463,1500,2
Scenario19,2,62.6446,59.8041,2000,1
Scenario19,2,63.1351,60.8875,2000,2
Scenario19,2,61.2599,54.6527,2500,1
Scenario19,2,62.1133,54.8703,2500,2
Scenario19,3,62.7724,60.0174,0,1
Scenario19,3,62.9057,59.7037,0,2
Scenario19,3,63.3627,60.3164,500,1
Scenario19,3,63.2447,60.1821,500,2
Scenario19,3,63.7336,61.2279,1000,1
Scenario19,3,63.9679,61.8064,1000,2
Scenario19,3,62.0881,56.4865,1500,1
Scenario19,3,63.2761,59.6704,1500,2
Scenario19,3,62.3654,54.6538,2000,1
Scenario19,3,62.8766,53.9199,2000,2
Scenario19,3,58.8272,22.4798,2500,1
Scenario19,3,59.6705,20.5094,2500,2
Scenario19,4,62.9044,59.186,0,1
Scenario19,4,63.0527,60.5424,0,2
Scenario19,4,63.2594,60.777,500,1
Scenario19,4,63.4347,60.39,500,2
Scenario19,4,63.4149,60.5381,1000,1
Scenario19,4,64.0635,61.6014,1000,2
Scenario19,4,61.0619,56.7528,1500,1
Scenario19,4,63.2259,60.7484,1500,2
Scenario19,4,62.2892,58.5698,2000,1
Scenario19,4,63.0956,59.6647,2000,2
Scenario19,4,60.5787,48.3906,2500,1
Scenario19,4,61.6666,46.7803,2500,2
Scenario19,5,62.6186,58.8767,0,1
Scenario19,5,62.6819,58.5262,0,2
Scenario19,5,63.1158,59.8186,500,1
Scenario19,5,63.3764,60.4772,500,2
Scenario19,5,63.3496,60.6294,1000,1
Scenario19,5,63.8892,61.457,1000,2
Scenario19,5,61.2903,52.3236,1500,1
Scenario19,5,63.241,57.2851,1500,2
Scenario19,5,62.4918,59.1973,2000,1
Scenario19,5,63.0775,59.3028,2000,2
Scenario19,5,60.4479,43.4115,2500,1
Scenario19,5,61.4175,44.3329,2500,2
Scenario20,1,62.9425,58.3541,0,1
Scenario20,1,62.8524,58.2907,0,2
Scenario20,1,63.6206,60.9314,500,1
Scenario20,1,63.2734,59.5649,500,2
Scenario20,1,64.1217,61.6925,1000,1
Scenario20,1,63.8567,61.4999,1000,2
Scenario20,1,63.8939,61.1143,1500,1
Scenario20,1,63.6439,61.0666,1500,2
Scenario20,1,64.0237,62.1465,2000,1
Scenario20,1,63.7168,61.8154,2000,2
Scenario20,1,63.6057,61.424,2500,1
Scenario20,1,63.3393,61.2232,2500,2
Scenario20,1,62.6526,60.1085,3000,1
Scenario20,1,62.3192,59.094,3000,2
Scenario20,1,63.8489,61.993,3500,1
Scenario20,1,63.661,60.9868,3500,2
Scenario20,1,62.8177,56.0175,4000,1
Scenario20,1,63.0467,55.4267,4000,2
Scenario20,1,60.1638,27.2012,4500,1
Scenario20,1,60.5815,27.4799,4500,2
Scenario20,2,62.8242,57.7332,0,1
Scenario20,2,62.7469,60.2974,0,2
Scenario20,2,63.3095,60.3021,500,1
Scenario20,2,63.2315,61.0659,500,2
Scenario20,2,63.9239,61.4317,1000,1
Scenario20,2,63.7817,60.9541,1000,2
Scenario20,2,63.7835,61.0764,1500,1
Scenario20,2,63.5746,61.431,1500,2
Scenario20,2,63.8378,61.8661,2000,1
Scenario20,2,63.5983,61.5611,2000,2
Scenario20,2,63.5328,61.5439,2500,1
Scenario20,2,63.2393,61.5487,2500,2
Scenario20,2,62.4368,60.0041,3000,1
Scenario20,2,62.1309,59.4539,3000,2
Scenario20,2,63.8899,61.6539,3500,1
Scenario20,2,63.543,61.8014,3500,2
Scenario20,2,62.8986,61.5028,4000,1
Scenario20,2,63.1632,61.1651,4000,2
Scenario20,2,61.1683,54.3132,4500,1
Scenario20,2,61.8,56.4713,4500,2
Scenario20,3,62.7655,60.0606,0,1
Scenario20,3,62.9157,59.6682,0,2
Scenario20,3,63.4456,60.3933,500,1
Scenario20,3,63.3329,60.312,500,2
Scenario20,3,63.9571,61.2169,1000,1
Scenario20,3,63.9846,61.7848,1000,2
Scenario20,3,63.8261,62.0621,1500,1
Scenario20,3,63.7478,61.6682,1500,2
Scenario20,3,63.8976,61.9337,2000,1
Scenario20,3,63.8361,61.6387,2000,2
Scenario20,3,63.5142,61.6599,2500,1
Scenario20,3,63.4287,61.5517,2500,2
Scenario20,3,62.4221,59.2689,3000,1
Scenario20,3,62.2853,59.5901,3000,2
Scenario20,3,63.7951,61.1442,3500,1
Scenario20,3,63.5963,61.217,3500,2
Scenario20,3,62.9417,60.3683,4000,1
Scenario20,3,63.1412,60.4918,4000,2
Scenario20,3,60.2504,48.0348,4500,1
Scenario20,3,61.3054,49.3177,4500,2
Scenario20,4,62.9061,59.2281,0,1
Scenario20,4,63.0502,60.5637,0,2
Scenario20,4,63.3501,60.8326,500,1
Scenario20,4,63.5086,60.5381,500,2
Scenario20,4,63.7924,60.7403,1000,1
Scenario20,4,64.085,61.7811,1000,2
Scenario20,4,63.7387,60.7082,1500,1
Scenario20,4,63.7013,61.0076,1500,2
Scenario20,4,63.8277,61.1549,2000,1
Scenario20,4,63.8731,61.6043,2000,2
Scenario20,4,63.4732,60.3912,2500,1
Scenario20,4,63.4986,61.3597,2500,2
Scenario20,4,62.4477,59.7018,3000,1
Scenario20,4,62.4841,59.0428,3000,2
Scenario20,4,63.7478,61.0002,3500,1
Scenario20,4,63.8102,61.5295,3500,2
Scenario20,4,62.5835,58.7902,4000,1
Scenario20,4,63.141,59.3353,4000,2
Scenario20,4,60.3026,39.9424,4500,1
Scenario20,4,61.0488,44.3319,4500,2
Scenario20,5,62.618,58.9324,0,1
Scenario20,5,62.6825,58.5544,0,2
Scenario20,5,63.1966,59.9485,500,1
Scenario20,5,63.4588,60.6262,500,2
Scenario20,5,63.7706,61.8487,1000,1
Scenario20,5,63.9232,61.4383,1000,2
Scenario20,5,63.5864,61.8786,1500,1
Scenario20,5,63.7698,61.225,1500,2
Scenario20,5,63.7093,61.992,2000,1
Scenario20,5,63.7368,61.0144,2000,2
Scenario20,5,63.3874,61.0139,2500,1
Scenario20,5,63.4351,61.0716,2500,2
Scenario20,5,62.3276,59.5751,3000,1
Scenario20,5,62.4437,59.6773,3000,2
Scenario20,5,63.6675,61.7538,3500,1
Scenario20,5,63.7454,61.5452,3500,2
Scenario20,5,62.6117,59.9028,4000,1
Scenario20,5,63.3908,60.9562,4000,2
Scenario20,5,60.5323,50.4217,4500,1
Scenario20,5,61.6647,51.6517,4500,2
Scenario21,1,62.9374,57.6414,0,1
Scenario21,1,62.7428,57.8462,0,2
Scenario21,1,63.5285,60.1077,500,1
Scenario21,1,63.162,57.7065,500,2
Scenario21,1,63.8343,61.1345,1000,1
Scenario21,1,63.8916,60.9772,1000,2
Scenario21,1,62.2203,55.493,1500,1
Scenario21,1,63.3567,60.4337,1500,2
Scenario21,1,62.4541,54.5744,2000,1
Scenario21,1,63.1786,55.7201,2000,2
Scenario21,1,59.9035,25.9144,2500,1
Scenario21,1,61.0593,22.9871,2500,2
Scenario21,2,62.9481,57.7081,0,1
Scenario21,2,62.5084,59.0507,0,2
Scenario21,2,63.2817,60.1443,500,1
Scenario21,2,63.1187,60.5433,500,2
Scenario21,2,63.8454,60.9385,1000,1
Scenario21,2,63.7136,61.8947,1000,2
Scenario21,2,62.1056,57.9846,1500,1
Scenario21,2,63.1253,57.3463,1500,2
Scenario21,2,62.7469,59.593,2000,1
Scenario21,2,63.0799,60.8875,2000,2
Scenario21,2,60.9478,45.2467,2500,1
Scenario21,2,61.9811,55.308,2500,2
Scenario21,3,62.7275,59.7069,0,1
Scenario21,3,62.8644,59.7972,0,2
Scenario21,3,63.2458,60.6649,500,1
Scenario21,3,63.2944,60.1434,500,2
Scenario21,3,63.6322,61.7375,1000,1
Scenario21,3,63.9508,60.6098,1000,2
Scenario21,3,61.9161,56.4865,1500,1
Scenario21,3,63.2376,59.964,1500,2
Scenario21,3,62.3686,57.0539,2000,1
Scenario21,3,62.9068,55.5071,2000,2
Scenario21,3,59.1356,22.936,2500,1
Scenario21,3,60.1769,28.7584,2500,2
Scenario21,4,62.9412,58.7135,0,1
Scenario21,4,62.8896,58.7742,0,2
Scenario21,4,63.3762,60.7036,500,1
Scenario21,4,63.3889,60.4978,500,2
Scenario21,4,63.5121,60.8083,1000,1
Scenario21,4,63.9655,61.1872,1000,2
Scenario21,4,61.0441,53.9937,1500,1
Scenario21,4,63.1242,59.9367,1500,2
Scenario21,4,62.1575,58.1551,2000,1
Scenario21,4,62.9055,60.1363,2000,2
Scenario21,4,59.9635,46.7761,2500,1
Scenario21,4,60.8053,47.0924,2500,2
Scenario21,5,62.4574,58.6888,0,1
Scenario21,5,62.806,59.3799,0,2
Scenario21,5,63.186,60.2135,500,1
Scenario21,5,63.3004,59.8149,500,2
Scenario21,5,63.5052,61.328,1000,1
Scenario21,5,63.8151,61.1139,1000,2
Scenario21,5,61.4449,52.3887,1500,1
Scenario21,5,63.2752,59.8633,1500,2
Scenario21,5,62.6095,59.3057,2000,1
Scenario21,5,63.0537,60.7897,2000,2
Scenario21,5,60.8032,51.662,2500,1
Scenario21,5,61.5431,46.6971,2500,2
Scenario22,1,62.9417,57.6157,0,1
Scenario22,1,62.7352,57.8322,0,2
Scenario22,1,63.6124,60.3021,500,1
Scenario22,1,63.2482,57.8338,500,2
Scenario22,1,64.0712,61.1212,1000,1
Scenario22,1,63.9197,60.9987,1000,2
Scenario22,1,63.9443,60.8576,1500,1
Scenario22,1,63.6745,61.5018,1500,2
Scenario22,1,64.0043,61.6078,2000,1
Scenario22,1,63.7647,62.4962,2000,2
Scenario22,1,63.6325,61.424,2500,1
Scenario22,1,63.391,61.6427,2500,2
Scenario22,1,62.6897,60.3741,3000,1
Scenario22,1,62.3911,59.7449,3000,2
Scenario22,1,63.7972,60.1308,3500,1
Scenario22,1,63.7247,60.9868,3500,2
Scenario22,1,62.8984,59.0106,4000,1
Scenario22,1,63.2666,60.0777,4000,2
Scenario22,1,60.9719,36.8283,4500,1
Scenario22,1,61.5128,40.9363,4500,2
Scenario22,2,62.9435,57.7332,0,1
Scenario22,2,62.5107,59.0138,0,2
Scenario22,2,63.376,60.3021,500,1
Scenario22,2,63.1986,60.8685,500,2
Scenario22,2,64.0324,61.4317,1000,1
Scenario22,2,63.7032,61.8953,1000,2
Scenario22,2,63.8526,61.0764,1500,1
Scenario22,2,63.4711,61.5433,1500,2
Scenario22,2,63.8513,61.8686,2000,1
Scenario22,2,63.5429,61.5976,2000,2
Scenario22,2,63.5909,61.804,2500,1
Scenario22,2,63.1495,61.4161,2500,2
Scenario22,2,62.5136,59.8049,3000,1
Scenario22,2,62.022,59.8922,3000,2
Scenario22,2,63.9806,62.1506,3500,1
Scenario22,2,63.3641,61.8439,3500,2
Scenario22,2,63.0049,61.5102,4000,1
Scenario22,2,63.1839,61.2799,4000,2
Scenario22,2,61.4197,56.3097,4500,1
Scenario22,2,62.1919,57.9326,4500,2
Scenario22,3,62.7238,59.6936,0,1
Scenario22,3,62.8666,59.7437,0,2
Scenario22,3,63.3371,60.8177,500,1
Scenario22,3,63.3848,60.2975,500,2
Scenario22,3,63.9067,62.561,1000,1
Scenario22,3,63.9652,60.6037,1000,2
Scenario22,3,63.8267,62.2357,1500,1
Scenario22,3,63.7368,61.2495,1500,2
Scenario22,3,63.8853,62.0648,2000,1
Scenario22,3,63.8283,61.4749,2000,2
Scenario22,3,63.5021,60.9475,2500,1
Scenario22,3,63.4919,61.213,2500,2
Scenario22,3,62.3388,59.1675,3000,1
Scenario22,3,62.4036,59.193,3000,2
Scenario22,3,63.8461,61.2148,3500,1
Scenario22,3,63.731,61.1393,3500,2
Scenario22,3,62.7601,59.9744,4000,1
Scenario22,3,63.1525,60.4845,4000,2
Scenario22,3,60.3128,46.3398,4500,1
Scenario22,3,61.4044,47.7749,4500,2
Scenario22,4,62.9426,58.7342,0,1
Scenario22,4,62.9023,58.8159,0,2
Scenario22,4,63.4551,60.7557,500,1
Scenario22,4,63.4716,60.5902,500,2
Scenario22,4,63.9376,60.8112,1000,1
Scenario22,4,64.012,61.1655,1000,2
Scenario22,4,63.7962,61.7975,1500,1
Scenario22,4,63.7415,61.0076,1500,2
Scenario22,4,63.914,61.8802,2000,1
Scenario22,4,63.8632,62.148,2000,2
Scenario22,4,63.6023,60.9504,2500,1
Scenario22,4,63.5847,61.6696,2500,2
Scenario22,4,62.6284,59.2708,3000,1
Scenario22,4,62.5719,59.1501,3000,2
Scenario22,4,64.039,61.5458,3500,1
Scenario22,4,63.7417,61.4101,3500,2
Scenario22,4,62.7986,59.625,4000,1
Scenario22,4,63.1451,59.2437,4000,2
Scenario22,4,60.7604,49.7284,4500,1
Scenario22,4,61.0574,49.3157,4500,2
Scenario22,5,62.4624,58.6821,0,1
Scenario22,5,62.7967,59.4055,0,2
Scenario22,5,63.2736,60.7113,500,1
Scenario22,5,63.3739,59.8191,500,2
Scenario22,5,63.8116,61.8487,1000,1
Scenario22,5,63.83,61.0761,1000,2
Scenario22,5,63.6501,62.0676,1500,1
Scenario22,5,63.7202,61.1267,1500,2
Scenario22,5,63.7298,61.708,2000,1
Scenario22,5,63.7522,61.2488,2000,2
Scenario22,5,63.4354,61.2033,2500,1
Scenario22,5,63.4637,60.8937,2500,2
Scenario22,5,62.4618,59.5045,3000,1
Scenario22,5,62.6107,60.4845,3000,2
Scenario22,5,63.7681,61.4374,3500,1
Scenario22,5,63.8349,62.0147,3500,2
Scenario22,5,62.6461,60.5967,4000,1
Scenario22,5,63.4377,61.6018,4000,2
Scenario22,5,60.4961,50.7783,4500,1
Scenario22,5,61.7361,50.0722,4500,2
Scenario23,1,62.7931,58.1209,0,1
Scenario23,1,62.7917,57.9929,0,2
Scenario23,1,63.4707,60.6971,500,1
Scenario23,1,63.3656,60.6912,500,2
Scenario23,1,63.9111,61.0916,1000,1
Scenario23,1,63.9257,62.1025,1000,2
Scenario23,1,62.1603,58.0673,1500,1
Scenario23,1,63.3581,59.9478,1500,2
Scenario23,1,62.4498,56.4978,2000,1
Scenario23,1,63.0406,57.3942,2000,2
Scenario23,1,59.6503,29.4404,2500,1
Scenario23,1,60.9068,29.8253,2500,2
Scenario23,2,62.7822,59.3469,0,1
Scenario23,2,62.7751,59.2689,0,2
Scenario23,2,63.1781,60.6908,500,1
Scenario23,2,63.3342,60.1497,500,2
Scenario23,2,63.7377,61.6246,1000,1
Scenario23,2,63.8278,61.1817,1000,2
Scenario23,2,62.3331,58.4785,1500,1
Scenario23,2,63.2475,58.3809,1500,2
Scenario23,2,62.4458,58.9334,2000,1
Scenario23,2,63.0766,60.4026,2000,2
Scenario23,2,60.3206,42.7067,2500,1
Scenario23,2,61.5485,45.5419,2500,2
Scenario23,3,62.8828,59.3436,0,1
Scenario23,3,62.7745,58.5257,0,2
Scenario23,3,63.4022,60.8035,500,1
Scenario23,3,63.2993,59.1204,500,2
Scenario23,3,63.7991,61.7659,1000,1
Scenario23,3,63.9027,60.7753,1000,2
Scenario23,3,62.0761,55.3355,1500,1
Scenario23,3,63.294,60.0621,1500,2
Scenario23,3,62.4557,59.85,2000,1
Scenario23,3,63.1128,60.813,2000,2
Scenario23,3,59.9264,44.8196,2500,1
Scenario23,3,61.0868,48.3897,2500,2
Scenario23,4,63.0063,60.3227,0,1
Scenario23,4,63.1574,60.1733,0,2
Scenario23,4,63.4219,61.2397,500,1
Scenario23,4,63.4906,60.6366,500,2
Scenario23,4,63.6326,61.051,1000,1
Scenario23,4,64.0633,61.5853,1000,2
Scenario23,4,61.5759,54.6541,1500,1
Scenario23,4,63.2326,59.3971,1500,2
Scenario23,4,61.9261,55.26,2000,1
Scenario23,4,62.8971,59.9451,2000,2
Scenario23,4,59.3663,41.4282,2500,1
Scenario23,4,60.512,42.4332,2500,2
Scenario23,5,62.708,60.6251,0,1
Scenario23,5,62.8531,59.3275,0,2
Scenario23,5,63.1526,60.9974,500,1
Scenario23,5,63.3976,61.0021,500,2
Scenario23,5,63.433,61.4479,1000,1
Scenario23,5,63.9123,61.4781,1000,2
Scenario23,5,61.4643,52.4408,1500,1
Scenario23,5,63.0891,58.0655,1500,2
Scenario23,5,62.0335,55.6697,2000,1
Scenario23,5,62.9167,59.0119,2000,2
Scenario23,5,59.9303,47.1043,2500,1
Scenario23,5,61.2498,46.6403,2500,2
Scenario24,1,62.8035,58.14,0,1
Scenario24,1,62.7857,57.972,0,2
Scenario24,1,63.5547,60.8394,500,1
Scenario24,1,63.454,60.8444,500,2
Scenario24,1,64.1021,61.0881,1000,1
Scenario24,1,63.9392,62.0802,1000,2
Scenario24,1,64.0128,61.3996,1500,1
Scenario24,1,63.6513,61.547,1500,2
Scenario24,1,64.1061,62.2166,2000,1
Scenario24,1,63.772,61.7535,2000,2
Scenario24,1,63.7404,62.1986,2500,1
Scenario24,1,63.3926,60.9876,2500,2
Scenario24,1,63.1275,61.2352,3000,1
Scenario24,1,62.3315,59.9357,3000,2
Scenario24,1,64.193,61.8073,3500,1
Scenario24,1,63.7411,61.7234,3500,2
Scenario24,1,62.9286,59.4377,4000,1
Scenario24,1,63.1808,60.8608,4000,2
Scenario24,1,61.2804,56.6358,4500,1
Scenario24,1,61.8017,52.9208,4500,2
Scenario24,2,62.778,59.3178,0,1
Scenario24,2,62.776,59.1908,0,2
Scenario24,2,63.2678,60.8374,500,1
Scenario24,2,63.4204,60.3252,500,2
Scenario24,2,63.8775,61.6261,1000,1
Scenario24,2,63.8167,61.1931,1000,2
Scenario24,2,63.8068,61.242,1500,1
Scenario24,2,63.5566,61.5196,1500,2
Scenario24,2,63.7961,60.611,2000,1
Scenario24,2,63.6325,61.3655,2000,2
Scenario24,2,63.6415,60.6478,2500,1
Scenario24,2,63.2907,61.3258,2500,2
Scenario24,2,62.8761,60.3043,3000,1
Scenario24,2,62.4215,60.0241,3000,2
Scenario24,2,64.1592,61.6918,3500,1
Scenario24,2,63.5042,58.6724,3500,2
Scenario24,2,63.0203,59.7319,4000,1
Scenario24,2,63.2389,61.1485,4000,2
Scenario24,2,61.6107,53.9673,4500,1
Scenario24,2,62.3311,57.5877,4500,2
Scenario24,3,62.8851,59.3476,0,1
Scenario24,3,62.7828,58.5095,0,2
Scenario24,3,63.4956,60.8933,500,1
Scenario24,3,63.3838,59.341,500,2
Scenario24,3,64.0727,62.1795,1000,1
Scenario24,3,63.907,60.7636,1000,2
Scenario24,3,63.9281,61.854,1500,1
Scenario24,3,63.6643,61.3739,1500,2
Scenario24,3,64.0065,61.9541,2000,1
Scenario24,3,63.7477,61.3997,2000,2
Scenario24,3,63.7693,61.5934,2500,1
Scenario24,3,63.334,61.1411,2500,2
Scenario24,3,62.9746,59.8848,3000,1
Scenario24,3,62.2865,59.4523,3000,2
Scenario24,3,64.1888,61.1455,3500,1
Scenario24,3,63.591,61.3391,3500,2
Scenario24,3,62.8277,59.1971,4000,1
Scenario24,3,63.1212,57.946,4000,2
Scenario24,3,60.1632,31.1341,4500,1
Scenario24,3,60.8686,25.849,4500,2
Scenario24,4,62.993,60.3542,0,1
Scenario24,4,63.1713,60.1664,0,2
Scenario24,4,63.5027,61.4183,500,1
Scenario24,4,63.5769,60.7488,500,2
Scenario24,4,64.0241,61.8742,1000,1
Scenario24,4,64.0813,61.7662,1000,2
Scenario24,4,64.0341,61.9453,1500,1
Scenario24,4,63.7792,61.0076,1500,2
Scenario24,4,64.0941,62.1215,2000,1
Scenario24,4,63.9349,62.068,2000,2
Scenario24,4,63.9287,61.1275,2500,1
Scenario24,4,63.5062,59.9614,2500,2
Scenario24,4,63.111,59.4701,3000,1
Scenario24,4,62.6579,59.0847,3000,2
Scenario24,4,64.121,61.4127,3500,1
Scenario24,4,63.8593,61.1159,3500,2
Scenario24,4,62.7922,58.6467,4000,1
Scenario24,4,63.2914,60.3454,4000,2
Scenario24,4,60.7199,48.2705,4500,1
Scenario24,4,61.5084,48.5347,4500,2
Scenario24,5,62.7129,60.642,0,1
Scenario24,5,62.8542,59.366,0,2
Scenario24,5,63.2371,61.0813,500,1
Scenario24,5,63.4745,61.0807,500,2
Scenario24,5,63.7774,61.5865,1000,1
Scenario24,5,63.943,61.4608,1000,2
Scenario24,5,63.7059,61.7169,1500,1
Scenario24,5,63.7188,61.346,1500,2
Scenario24,5,63.7604,62.1945,2000,1
Scenario24,5,63.7637,61.5174,2000,2
Scenario24,5,63.5361,61.9008,2500,1
Scenario24,5,63.4374,61.4006,2500,2
Scenario24,5,62.6984,59.9973,3000,1
Scenario24,5,62.4672,59.1001,3000,2
Scenario24,5,63.9412,61.6013,3500,1
Scenario24,5,63.8274,61.5337,3500,2
Scenario24,5,62.438,56.5605,4000,1
Scenario24,5,63.3719,61.9252,4000,2
Scenario24,5,60.7437,54.4708,4500,1
Scenario24,5,61.7554,55.1542,4500,2
Scenario25,1,63.2183,59.3737,0,1
Scenario25,1,62.9302,58.6782,0,2
Scenario25,1,63.677,60.348,500,1
Scenario25,1,63.413,60.5314,500,2
Scenario25,1,64.0728,61.1,1000,1
Scenario25,1,63.986,61.7574,1000,2
Scenario25,1,62.4867,57.9445,1500,1
Scenario25,1,63.3977,61.3147,1500,2
Scenario25,1,62.3907,58.71,2000,1
Scenario25,1,63.134,58.7832,2000,2
Scenario25,1,59.5248,41.3762,2500,1
Scenario25,1,61.3881,42.8466,2500,2
Scenario25,2,62.7197,60.6969,0,1
Scenario25,2,62.6697,59.8108,0,2
Scenario25,2,63.1664,60.5748,500,1
Scenario25,2,63.2917,60.9906,500,2
Scenario25,2,63.7261,61.6334,1000,1
Scenario25,2,63.8544,61.7754,1000,2
Scenario25,2,62.3168,58.8952,1500,1
Scenario25,2,63.1746,58.3784,1500,2
Scenario25,2,61.981,57.7677,2000,1
Scenario25,2,62.8064,59.9192,2000,2
Scenario25,2,59.1342,48.3251,2500,1
Scenario25,2,60.8643,54.7658,2500,2
Scenario25,3,62.6902,59.5621,0,1
Scenario25,3,62.7002,57.1226,0,2
Scenario25,3,63.2085,60.2317,500,1
Scenario25,3,63.4084,60.7703,500,2
Scenario25,3,63.705,61.5547,1000,1
Scenario25,3,63.9567,62.1171,1000,2
Scenario25,3,62.1613,57.062,1500,1
Scenario25,3,63.0877,57.5296,1500,2
Scenario25,3,61.7866,57.3727,2000,1
Scenario25,3,62.7491,56.5111,2000,2
Scenario25,3,57.6004,37.4402,2500,1
Scenario25,3,60.1279,43.5058,2500,2
Scenario25,4,62.7793,59.9782,0,1
Scenario25,4,63.1711,56.525,0,2
Scenario25,4,63.324,61.1025,500,1
Scenario25,4,63.5892,59.1906,500,2
Scenario25,4,63.6637,61.2778,1000,1
Scenario25,4,64.1432,61.7419,1000,2
Scenario25,4,61.5298,55.6038,1500,1
Scenario25,4,63.0798,59.9833,1500,2
Scenario25,4,61.4979,54.4539,2000,1
Scenario25,4,62.7813,57.3622,2000,2
Scenario25,4,57.8206,34.0762,2500,1
Scenario25,4,60.3142,42.1442,2500,2
Scenario25,5,62.8117,59.6822,0,1
Scenario25,5,63.2445,59.6107,0,2
Scenario25,5,63.2522,59.6387,500,1
Scenario25,5,63.8455,61.6425,500,2
Scenario25,5,63.635,61.1963,1000,1
Scenario25,5,64.1505,61.9115,1000,2
Scenario25,5,61.7948,54.8546,1500,1
Scenario25,5,63.4191,59.6086,1500,2
Scenario25,5,61.9156,53.9856,2000,1
Scenario25,5,62.9384,58.9647,2000,2
Scenario25,5,58.8781,37.2404,2500,1
Scenario25,5,60.9312,42.2834,2500,2
Scenario26,1,63.215,59.3572,0,1
Scenario26,1,62.9336,58.9393,0,2
Scenario26,1,63.755,60.4134,500,1
Scenario26,1,63.5158,60.6587,500,2
Scenario26,1,64.311,61.1085,1000,1
Scenario26,1,63.9864,61.7437,1000,2
Scenario26,1,64.2314,61.9198,1500,1
Scenario26,1,63.6939,61.2956,1500,2
Scenario26,1,64.312,62.421,2000,1
Scenario26,1,63.7917,61.4507,2000,2
Scenario26,1,64.0125,61.424,2500,1
Scenario26,1,63.3346,61.3645,2500,2
Scenario26,1,63.3399,59.8951,3000,1
Scenario26,1,62.3977,58.9738,3000,2
Scenario26,1,64.3312,60.5548,3500,1
Scenario26,1,63.7858,61.2458,3500,2
Scenario26,1,63.1588,61.0046,4000,1
Scenario26,1,63.388,61.5,4000,2
Scenario26,1,61.9017,57.6771,4500,1
Scenario26,1,62.671,59.727,4500,2
Scenario26,2,62.7219,60.7183,0,1
Scenario26,2,62.6625,59.7319,0,2
Scenario26,2,63.2619,60.6875,500,1
Scenario26,2,63.3912,61.2153,500,2
Scenario26,2,63.8845,61.8279,1000,1
Scenario26,2,63.8562,61.7859,1000,2
Scenario26,2,63.9088,62.277,1500,1
Scenario26,2,63.5823,60.5036,1500,2
Scenario26,2,63.8754,61.2649,2000,1
Scenario26,2,63.6443,60.9943,2000,2
Scenario26,2,63.6516,61.7567,2500,1
Scenario26,2,63.2461,60.8775,2500,2
Scenario26,2,63.006,60.54,3000,1
Scenario26,2,62.3402,59.0572,3000,2
Scenario26,2,64.0327,60.0952,3500,1
Scenario26,2,63.6248,60.8523,3500,2
Scenario26,2,62.7143,58.7434,4000,1
Scenario26,2,63.1716,59.4713,4000,2
Scenario26,2,60.9109,41.5292,4500,1
Scenario26,2,62.0352,51.1079,4500,2
Scenario26,3,62.6877,59.5733,0,1
Scenario26,3,62.7026,57.0695,0,2
Scenario26,3,63.2997,60.3694,500,1
Scenario26,3,63.5077,60.8966,500,2
Scenario26,3,63.9949,61.5305,1000,1
Scenario26,3,63.9533,62.1242,1000,2
Scenario26,3,63.998,61.6661,1500,1
Scenario26,3,63.6664,61.9621,1500,2
Scenario26,3,64.0432,61.4414,2000,1
Scenario26,3,63.7804,62.0904,2000,2
Scenario26,3,63.9412,61.9986,2500,1
Scenario26,3,63.3368,61.0986,2500,2
Scenario26,3,63.2417,58.9663,3000,1
Scenario26,3,62.4439,59.5091,3000,2
Scenario26,3,64.2851,60.4806,3500,1
Scenario26,3,63.5748,60.1165,3500,2
Scenario26,3,63.0036,59.1918,4000,1
Scenario26,3,63.2311,61.1808,4000,2
Scenario26,3,61.3693,55.1846,4500,1
Scenario26,3,62.1861,57.789,4500,2
Scenario26,4,62.7792,59.9601,0,1
Scenario26,4,63.172,56.5123,0,2
Scenario26,4,63.4071,61.2375,500,1
Scenario26,4,63.6875,59.4544,500,2
Scenario26,4,64.0727,61.9137,1000,1
Scenario26,4,64.1559,61.8609,1000,2
Scenario26,4,64.0774,62.1151,1500,1
Scenario26,4,63.8498,61.1933,1500,2
Scenario26,4,64.1905,62.2477,2000,1
