Scenario_No,Run_No,dc_Avg_spd,dc_min_spd,pos,lane
Scenario55,5,60.8744,41.491,2000,1
Scenario55,5,61.9136,37.5734,2000,2
Scenario55,5,61.959,47.6388,2500,1
Scenario55,5,62.2799,45.4553,2500,2
Scenario56,1,62.9271,57.6797,0,1
Scenario56,1,62.8965,58.2639,0,2
Scenario56,1,63.2182,58.0833,500,1
Scenario56,1,63.608,60.7066,500,2
Scenario56,1,63.8139,61.6929,1000,1
Scenario56,1,64.1308,61.1637,1000,2
Scenario56,1,63.8247,60.9697,1500,1
Scenario56,1,64.0689,61.0954,1500,2
Scenario56,1,63.938,61.4086,2000,1
Scenario56,1,64.3718,62.1763,2000,2
Scenario56,1,63.8974,60.6407,2500,1
Scenario56,1,64.2924,58.1931,2500,2
Scenario56,1,63.7653,61.1107,3000,1
Scenario56,1,64.3508,60.0642,3000,2
Scenario56,1,63.0246,60.0725,3500,1
Scenario56,1,63.4427,58.7467,3500,2
Scenario56,1,62.5184,57.2489,4000,1
Scenario56,1,62.9687,57.5831,4000,2
Scenario56,1,62.6818,55.4245,4500,1
Scenario56,1,63.2566,56.9443,4500,2
Scenario56,2,62.8458,57.7731,0,1
Scenario56,2,62.7733,60.3265,0,2
Scenario56,2,62.9723,59.7526,500,1
Scenario56,2,63.5142,61.041,500,2
Scenario56,2,63.6561,61.6763,1000,1
Scenario56,2,63.9952,60.9961,1000,2
Scenario56,2,63.5834,61.9864,1500,1
Scenario56,2,64.1689,61.5426,1500,2
Scenario56,2,63.6234,60.9183,2000,1
Scenario56,2,64.3413,61.2775,2000,2
Scenario56,2,63.4923,60.8751,2500,1
Scenario56,2,64.3334,61.4387,2500,2
Scenario56,2,63.1349,48.5842,3000,1
Scenario56,2,64.0107,45.0595,3000,2
Scenario56,2,62.5074,47.0054,3500,1
Scenario56,2,63.3069,48.4523,3500,2
Scenario56,2,62.3216,51.4727,4000,1
Scenario56,2,62.9883,53.3067,4000,2
Scenario56,2,62.7571,56.8386,4500,1
Scenario56,2,63.353,58.2884,4500,2
Scenario56,3,62.7621,59.878,0,1
Scenario56,3,62.976,60.0203,0,2
Scenario56,3,63.0683,60.4376,500,1
Scenario56,3,63.7435,59.3144,500,2
Scenario56,3,63.5758,61.4109,1000,1
Scenario56,3,64.3102,61.0697,1000,2
Scenario56,3,63.522,61.1633,1500,1
Scenario56,3,64.3255,61.6296,1500,2
Scenario56,3,63.6695,61.5895,2000,1
Scenario56,3,64.4428,62.096,2000,2
Scenario56,3,63.6437,61.2783,2500,1
Scenario56,3,64.5016,62.1921,2500,2
Scenario56,3,63.5578,60.5679,3000,1
Scenario56,3,64.4002,57.7357,3000,2
Scenario56,3,62.8722,60.8313,3500,1
Scenario56,3,63.7835,60.5582,3500,2
Scenario56,3,62.6426,59.5414,4000,1
Scenario56,3,63.3045,58.0198,4000,2
Scenario56,3,62.9334,59.1801,4500,1
Scenario56,3,63.4434,59.211,4500,2
Scenario56,4,62.8866,59.303,0,1
Scenario56,4,63.1078,60.6279,0,2
Scenario56,4,63.0421,60.2884,500,1
Scenario56,4,63.7212,61.3112,500,2
Scenario56,4,63.5592,61.8676,1000,1
Scenario56,4,64.1312,61.6331,1000,2
Scenario56,4,63.3572,60.2958,1500,1
Scenario56,4,63.9193,61.7924,1500,2
Scenario56,4,63.5941,61.6518,2000,1
Scenario56,4,64.0742,62.2818,2000,2
Scenario56,4,63.3973,51.3315,2500,1
Scenario56,4,63.9517,53.4618,2500,2
Scenario56,4,62.9118,34.0861,3000,1
Scenario56,4,63.2679,29.2151,3000,2
Scenario56,4,62.3344,44.4569,3500,1
Scenario56,4,62.8087,45.7901,3500,2
Scenario56,4,62.2001,52.6482,4000,1
Scenario56,4,62.4296,52.3546,4000,2
Scenario56,4,62.3877,55.4326,4500,1
Scenario56,4,62.8114,54.5851,4500,2
Scenario56,5,62.5995,59.0272,0,1
Scenario56,5,62.7408,58.5475,0,2
Scenario56,5,62.8585,57.8789,500,1
Scenario56,5,63.8036,60.6802,500,2
Scenario56,5,63.5375,62.1981,1000,1
Scenario56,5,64.228,61.1349,1000,2
Scenario56,5,63.4014,61.4705,1500,1
Scenario56,5,64.1847,61.6309,1500,2
Scenario56,5,63.482,61.4661,2000,1
Scenario56,5,64.3033,61.5142,2000,2
Scenario56,5,63.4169,60.5215,2500,1
Scenario56,5,64.1806,60.4031,2500,2
Scenario56,5,63.1777,54.4691,3000,1
Scenario56,5,63.9583,51.8124,3000,2
Scenario56,5,62.5813,56.5923,3500,1
Scenario56,5,63.2864,53.6031,3500,2
Scenario56,5,62.2514,56.8262,4000,1
Scenario56,5,62.9648,57.7406,4000,2
Scenario56,5,62.6149,57.066,4500,1
Scenario56,5,63.3085,56.8961,4500,2
Scenario57,1,62.9239,57.2907,0,1
Scenario57,1,62.7683,58.2102,0,2
Scenario57,1,62.8499,57.3077,500,1
Scenario57,1,63.2743,57.1441,500,2
Scenario57,1,63.1083,57.5674,1000,1
Scenario57,1,63.9061,59.0957,1000,2
Scenario57,1,61.4912,47.1277,1500,1
Scenario57,1,62.724,46.6261,1500,2
Scenario57,1,62.2341,48.5432,2000,1
Scenario57,1,63.0244,55.6344,2000,2
Scenario57,1,62.6582,51.6304,2500,1
Scenario57,1,63.2213,56.9363,2500,2
Scenario57,2,62.9717,57.7561,0,1
Scenario57,2,62.5412,59.3764,0,2
Scenario57,2,62.667,59.4368,500,1
Scenario57,2,63.1616,60.7493,500,2
Scenario57,2,62.9011,57.7951,1000,1
Scenario57,2,63.4938,59.8551,1000,2
Scenario57,2,60.8391,49.2178,1500,1
Scenario57,2,61.7152,50.7489,1500,2
Scenario57,2,61.7784,54.6439,2000,1
Scenario57,2,62.5717,53.3656,2000,2
Scenario57,2,62.5141,54.1471,2500,1
Scenario57,2,62.9466,54.4185,2500,2
Scenario57,3,62.7383,59.8211,0,1
Scenario57,3,62.9111,59.9386,0,2
Scenario57,3,62.5795,58.0947,500,1
Scenario57,3,63.2959,60.6165,500,2
Scenario57,3,62.6798,58.5938,1000,1
Scenario57,3,63.3292,55.9854,1000,2
Scenario57,3,60.5677,43.3983,1500,1
Scenario57,3,61.6137,37.8225,1500,2
Scenario57,3,61.47,48.6411,2000,1
Scenario57,3,62.1257,44.6857,2000,2
Scenario57,3,62.0171,50.1512,2500,1
Scenario57,3,62.5324,52.8358,2500,2
Scenario57,4,62.9289,58.756,0,1
Scenario57,4,62.9506,59.5052,0,2
Scenario57,4,62.7964,59.2588,500,1
Scenario57,4,63.4126,59.2761,500,2
Scenario57,4,62.4335,55.2825,1000,1
Scenario57,4,63.4012,54.3371,1000,2
Scenario57,4,60.0214,23.8856,1500,1
Scenario57,4,61.7625,35.7132,1500,2
Scenario57,4,60.9909,37.3314,2000,1
Scenario57,4,62.4018,39.9802,2000,2
Scenario57,4,61.9998,46.6852,2500,1
Scenario57,4,62.5436,49.1617,2500,2
Scenario57,5,62.4452,58.5865,0,1
Scenario57,5,62.8113,59.6495,0,2
Scenario57,5,62.558,57.3358,500,1
Scenario57,5,63.2953,58.5309,500,2
Scenario57,5,62.2855,55.6157,1000,1
Scenario57,5,63.0469,57.4826,1000,2
Scenario57,5,59.0292,39.104,1500,1
Scenario57,5,60.7469,40.7579,1500,2
Scenario57,5,60.7667,48.6164,2000,1
Scenario57,5,61.8663,50.0097,2000,2
Scenario57,5,61.8786,53.0969,2500,1
Scenario57,5,62.6102,53.3803,2500,2
Scenario58,1,62.9247,57.2469,0,1
Scenario58,1,62.7733,58.2092,0,2
Scenario58,1,63.1191,57.9944,500,1
Scenario58,1,63.6108,57.5141,500,2
Scenario58,1,63.6983,61.016,1000,1
Scenario58,1,64.2144,61.0767,1000,2
Scenario58,1,63.6403,60.3647,1500,1
Scenario58,1,64.177,60.6629,1500,2
Scenario58,1,63.7741,61.1228,2000,1
Scenario58,1,64.4801,61.803,2000,2
Scenario58,1,63.6781,61.0595,2500,1
Scenario58,1,64.2173,55.0876,2500,2
Scenario58,1,63.3447,52.1085,3000,1
Scenario58,1,63.7794,26.254,3000,2
Scenario58,1,62.7757,57.9333,3500,1
Scenario58,1,63.3522,53.3944,3500,2
Scenario58,1,62.4638,56.6802,4000,1
Scenario58,1,62.9833,57.0859,4000,2
Scenario58,1,62.5041,55.4509,4500,1
Scenario58,1,63.4326,58.0336,4500,2
Scenario58,2,62.9733,57.7731,0,1
Scenario58,2,62.5449,59.3956,0,2
Scenario58,2,62.921,59.7526,500,1
Scenario58,2,63.3689,61.095,500,2
Scenario58,2,63.5641,61.0837,1000,1
Scenario58,2,64.0814,61.2725,1000,2
Scenario58,2,63.6092,60.8362,1500,1
Scenario58,2,64.1886,60.6318,1500,2
Scenario58,2,63.5024,59.923,2000,1
Scenario58,2,64.3496,61.2775,2000,2
Scenario58,2,63.4723,60.7742,2500,1
Scenario58,2,64.3929,61.4387,2500,2
Scenario58,2,63.3289,60.0197,3000,1
Scenario58,2,64.2914,61.4046,3000,2
Scenario58,2,62.7207,59.789,3500,1
Scenario58,2,63.4199,60.6394,3500,2
Scenario58,2,62.4817,58.1704,4000,1
Scenario58,2,63.1095,56.613,4000,2
Scenario58,2,62.8681,59.1842,4500,1
Scenario58,2,63.5697,58.5854,4500,2
Scenario58,3,62.7344,59.8365,0,1
Scenario58,3,62.9088,59.953,0,2
Scenario58,3,62.8855,60.0876,500,1
Scenario58,3,63.6432,61.4949,500,2
Scenario58,3,63.4578,61.4109,1000,1
Scenario58,3,64.2089,61.0697,1000,2
Scenario58,3,63.5287,61.154,1500,1
Scenario58,3,64.3141,61.6296,1500,2
Scenario58,3,63.6654,61.2547,2000,1
Scenario58,3,64.4676,62.1967,2000,2
Scenario58,3,63.5324,58.6337,2500,1
Scenario58,3,64.2736,55.4786,2500,2
Scenario58,3,63.1242,51.7331,3000,1
Scenario58,3,63.7384,42.7382,3000,2
Scenario58,3,62.7036,57.8808,3500,1
Scenario58,3,63.3172,48.6662,3500,2
Scenario58,3,62.6091,57.6438,4000,1
Scenario58,3,63.2295,51.8447,4000,2
Scenario58,3,62.8696,59.7767,4500,1
Scenario58,3,63.4847,54.8983,4500,2
Scenario58,4,62.9293,58.7708,0,1
Scenario58,4,62.9596,59.5349,0,2
Scenario58,4,63.0324,59.693,500,1
Scenario58,4,63.71,60.1249,500,2
Scenario58,4,63.4547,61.3086,1000,1
Scenario58,4,64.1844,60.4487,1000,2
Scenario58,4,63.4226,60.6884,1500,1
Scenario58,4,64.2582,61.9034,1500,2
Scenario58,4,63.7085,61.6069,2000,1
Scenario58,4,64.4035,62.4537,2000,2
Scenario58,4,63.6913,62.0134,2500,1
Scenario58,4,64.4226,61.9477,2500,2
Scenario58,4,63.4628,59.8192,3000,1
Scenario58,4,64.2206,57.2142,3000,2
Scenario58,4,62.7741,59.1109,3500,1
Scenario58,4,63.4904,57.1155,3500,2
Scenario58,4,62.3965,58.4655,4000,1
Scenario58,4,63.0554,52.3546,4000,2
Scenario58,4,62.6099,58.5801,4500,1
Scenario58,4,63.4972,58.2682,4500,2
Scenario58,5,62.4034,56.5122,0,1
Scenario58,5,62.8166,59.6722,0,2
Scenario58,5,62.7918,55.8927,500,1
Scenario58,5,63.6348,59.3686,500,2
Scenario58,5,63.5118,61.2924,1000,1
Scenario58,5,64.1248,59.7783,1000,2
Scenario58,5,63.4473,61.0157,1500,1
Scenario58,5,64.0716,61.1575,1500,2
Scenario58,5,63.6206,61.3553,2000,1
Scenario58,5,64.3007,62.2019,2000,2
Scenario58,5,63.4644,61.5084,2500,1
Scenario58,5,64.3164,61.8493,2500,2
Scenario58,5,63.1344,57.019,3000,1
Scenario58,5,64.0757,51.8659,3000,2
Scenario58,5,62.6232,54.5407,3500,1
Scenario58,5,63.4729,55.2171,3500,2
Scenario58,5,62.2615,57.4705,4000,1
Scenario58,5,63.0543,57.4698,4000,2
Scenario58,5,62.625,58.4293,4500,1
Scenario58,5,63.36,52.6268,4500,2
Scenario59,1,62.808,58.1118,0,1
Scenario59,1,62.827,57.9629,0,2
Scenario59,1,62.7028,57.8096,500,1
Scenario59,1,63.5038,59.9663,500,2
Scenario59,1,62.3362,55.3316,1000,1
Scenario59,1,63.4036,57.6966,1000,2
Scenario59,1,59.2785,36.4917,1500,1
Scenario59,1,61.4798,42.9221,1500,2
Scenario59,1,60.5655,44.508,2000,1
Scenario59,1,61.9257,37.817,2000,2
Scenario59,1,61.5576,48.1691,2500,1
Scenario59,1,62.6712,47.0758,2500,2
Scenario59,2,62.7683,59.2433,0,1
Scenario59,2,62.819,59.7135,0,2
Scenario59,2,62.584,59.0541,500,1
Scenario59,2,63.3475,60.3684,500,2
Scenario59,2,62.4178,49.0083,1000,1
Scenario59,2,63.3483,52.8973,1000,2
Scenario59,2,58.9953,23.713,1500,1
Scenario59,2,61.1467,32.4217,1500,2
Scenario59,2,60.6775,41.6552,2000,1
Scenario59,2,62.1795,42.4207,2000,2
Scenario59,2,61.6275,49.5788,2500,1
Scenario59,2,63.0685,51.5972,2500,2
Scenario59,3,62.8927,59.4247,0,1
Scenario59,3,62.8529,58.5175,0,2
Scenario59,3,62.6124,58.5213,500,1
Scenario59,3,63.4729,59.9633,500,2
Scenario59,3,61.7309,51.9332,1000,1
Scenario59,3,62.4163,52.3178,1000,2
Scenario59,3,57.0214,30.0095,1500,1
Scenario59,3,58.9758,33.0323,1500,2
Scenario59,3,59.3621,40.9362,2000,1
Scenario59,3,60.827,43.5315,2000,2
Scenario59,3,60.9907,49.3611,2500,1
Scenario59,3,62.3144,52.9477,2500,2
Scenario59,4,62.9565,60.3545,0,1
Scenario59,4,63.2164,60.3719,0,2
Scenario59,4,62.6743,59.4839,500,1
Scenario59,4,63.5434,60.1687,500,2
Scenario59,4,61.1738,37.868,1000,1
Scenario59,4,62.2971,46.4401,1000,2
Scenario59,4,56.2255,23.2701,1500,1
Scenario59,4,59.2639,24.2222,1500,2
Scenario59,4,59.2239,42.3521,2000,1
Scenario59,4,60.5477,36.486,2000,2
Scenario59,4,60.9061,46.9815,2500,1
Scenario59,4,61.6602,49.2514,2500,2
Scenario59,5,62.6969,60.6464,0,1
Scenario59,5,62.8817,59.6179,0,2
Scenario59,5,62.6768,60.0421,500,1
Scenario59,5,63.5805,60.5022,500,2
Scenario59,5,62.3111,56.1714,1000,1
Scenario59,5,63.4051,57.2889,1000,2
Scenario59,5,59.0837,44.2969,1500,1
Scenario59,5,60.8738,41.8484,1500,2
Scenario59,5,60.4732,43.4612,2000,1
Scenario59,5,61.8761,50.0275,2000,2
Scenario59,5,61.5181,48.7391,2500,1
Scenario59,5,62.8893,52.6112,2500,2
Scenario60,1,62.8056,58.1184,0,1
Scenario60,1,62.834,57.9573,0,2
Scenario60,1,62.9722,58.0486,500,1
Scenario60,1,63.8397,60.4207,500,2
Scenario60,1,63.6054,60.4003,1000,1
Scenario60,1,64.3632,62.5398,1000,2
Scenario60,1,63.594,60.621,1500,1
Scenario60,1,64.2205,60.9646,1500,2
Scenario60,1,63.657,60.9921,2000,1
Scenario60,1,64.5923,62.1763,2000,2
Scenario60,1,63.4453,58.3095,2500,1
Scenario60,1,64.2397,55.2678,2500,2
Scenario60,1,62.5406,45.0511,3000,1
Scenario60,1,63.6799,41.0778,3000,2
Scenario60,1,62.081,51.9988,3500,1
Scenario60,1,63.2241,48.1123,3500,2
Scenario60,1,62.1444,54.5801,4000,1
Scenario60,1,63.1194,54.5193,4000,2
Scenario60,1,62.5244,55.5923,4500,1
Scenario60,1,63.5903,52.5459,4500,2
Scenario60,2,62.7758,59.5415,0,1
Scenario60,2,62.8236,59.7427,0,2
Scenario60,2,62.8733,59.8235,500,1
Scenario60,2,63.6702,60.6388,500,2
Scenario60,2,63.5921,61.2482,1000,1
Scenario60,2,64.2647,60.7025,1000,2
Scenario60,2,63.6371,61.4704,1500,1
Scenario60,2,64.322,61.616,1500,2
Scenario60,2,63.5849,61.5957,2000,1
Scenario60,2,64.5586,61.2278,2000,2
Scenario60,2,63.3993,58.4432,2500,1
Scenario60,2,64.3698,60.5216,2500,2
Scenario60,2,62.7729,54.283,3000,1
Scenario60,2,63.7625,42.8171,3000,2
Scenario60,2,62.3437,55.4121,3500,1
Scenario60,2,63.5345,59.8015,3500,2
Scenario60,2,62.4441,59.4481,4000,1
Scenario60,2,63.2553,58.5962,4000,2
Scenario60,2,62.9383,60.0298,4500,1
Scenario60,2,63.608,58.0735,4500,2
Scenario60,3,62.8907,59.4407,0,1
Scenario60,3,62.8488,58.5093,0,2
Scenario60,3,62.9263,59.5582,500,1
Scenario60,3,63.8102,60.6834,500,2
Scenario60,3,63.6065,61.4063,1000,1
Scenario60,3,64.3019,61.018,1000,2
Scenario60,3,63.5341,61.3979,1500,1
Scenario60,3,64.3182,61.4157,1500,2
Scenario60,3,63.6507,61.5672,2000,1
Scenario60,3,64.5267,61.3778,2000,2
Scenario60,3,63.4178,59.3984,2500,1
Scenario60,3,64.1489,60.568,2500,2
Scenario60,3,62.8968,53.0736,3000,1
Scenario60,3,63.8686,51.6339,3000,2
Scenario60,3,62.3487,54.714,3500,1
Scenario60,3,63.5328,53.992,3500,2
Scenario60,3,62.2446,58.4563,4000,1
Scenario60,3,63.088,55.7124,4000,2
Scenario60,3,62.4864,58.8899,4500,1
Scenario60,3,63.2695,50.7386,4500,2
Scenario60,4,62.9491,60.3687,0,1
Scenario60,4,63.2143,60.383,0,2
Scenario60,4,63.0623,59.9024,500,1
Scenario60,4,63.8908,60.9777,500,2
Scenario60,4,63.4611,61.1876,1000,1
Scenario60,4,64.4092,62.4009,1000,2
Scenario60,4,63.4071,61.351,1500,1
Scenario60,4,64.3831,62.0024,1500,2
Scenario60,4,63.5965,61.161,2000,1
Scenario60,4,64.484,61.7501,2000,2
Scenario60,4,63.4174,60.3285,2500,1
Scenario60,4,64.3207,60.6571,2500,2
Scenario60,4,62.8532,46.7435,3000,1
Scenario60,4,64.0606,53.8048,3000,2
Scenario60,4,62.3273,51.6856,3500,1
Scenario60,4,63.4171,51.7755,3500,2
Scenario60,4,62.2165,51.74,4000,1
Scenario60,4,63.0867,55.1891,4000,2
Scenario60,4,62.4673,54.5267,4500,1
Scenario60,4,63.3669,54.7365,4500,2
Scenario60,5,62.7011,60.6617,0,1
Scenario60,5,62.8818,59.6454,0,2
Scenario60,5,62.9794,60.9183,500,1
Scenario60,5,63.8622,60.648,500,2
Scenario60,5,63.3945,61.3132,1000,1
Scenario60,5,64.4329,62.0149,1000,2
Scenario60,5,63.2925,60.8393,1500,1
Scenario60,5,64.3288,61.5808,1500,2
Scenario60,5,63.244,60.0335,2000,1
Scenario60,5,64.5112,61.8215,2000,2
Scenario60,5,63.2651,61.3078,2500,1
Scenario60,5,64.4791,61.3839,2500,2
Scenario60,5,62.9388,55.9479,3000,1
Scenario60,5,64.3183,59.4233,3000,2
Scenario60,5,62.3894,57.9079,3500,1
Scenario60,5,63.7639,58.3859,3500,2
Scenario60,5,62.1387,57.552,4000,1
Scenario60,5,63.4616,57.9862,4000,2
Scenario60,5,62.5008,58.0574,4500,1
Scenario60,5,63.7039,53.939,4500,2
Scenario61,1,63.1746,59.29,0,1
Scenario61,1,62.9771,59.1167,0,2
Scenario61,1,62.6096,58.6927,500,1
Scenario61,1,63.6066,59.4933,500,2
Scenario61,1,61.0786,45.1817,1000,1
Scenario61,1,62.2037,48.5483,1000,2
Scenario61,1,55.621,26.8778,1500,1
Scenario61,1,59.0091,32.5889,1500,2
Scenario61,1,58.6039,40.9532,2000,1
Scenario61,1,61.7169,49.2019,2000,2
Scenario61,1,60.0602,47.3422,2500,1
Scenario61,1,63.8655,60.177,2500,2
Scenario61,2,62.7141,60.7116,0,1
Scenario61,2,62.7199,59.7967,0,2
Scenario61,2,62.4647,59.5331,500,1
Scenario61,2,63.4356,60.7513,500,2
Scenario61,2,61.7604,57.0064,1000,1
Scenario61,2,62.4992,55.0664,1000,2
Scenario61,2,56.4305,39.6183,1500,1
Scenario61,2,58.286,33.5931,1500,2
Scenario61,2,59.1379,47.5153,2000,1
Scenario61,2,61.211,51.9899,2000,2
Scenario61,2,60.4794,51.4417,2500,1
Scenario61,2,63.3678,56.188,2500,2
Scenario61,3,62.6665,59.453,0,1
Scenario61,3,62.7656,57.1659,0,2
Scenario61,3,62.4229,59.5541,500,1
Scenario61,3,63.4548,60.6238,500,2
Scenario61,3,61.2003,54.3227,1000,1
Scenario61,3,61.7764,52.8833,1000,2
Scenario61,3,54.3348,28.8097,1500,1
Scenario61,3,56.5267,31.1838,1500,2
Scenario61,3,57.6141,40.5961,2000,1
Scenario61,3,60.6843,49.2082,2000,2
Scenario61,3,59.7831,47.2485,2500,1
Scenario61,3,63.4308,59.1843,2500,2
Scenario61,4,62.7371,59.9456,0,1
Scenario61,4,63.1882,56.8415,0,2
Scenario61,4,62.5551,59.7787,500,1
Scenario61,4,63.4429,58.7584,500,2
Scenario61,4,59.8301,46.6898,1000,1
Scenario61,4,61.1644,50.8979,1000,2
Scenario61,4,51.4976,20.3604,1500,1
Scenario61,4,54.8107,23.5307,1500,2
Scenario61,4,56.1483,37.625,2000,1
Scenario61,4,60.0467,47.293,2000,2
Scenario61,4,59.122,44.4318,2500,1
Scenario61,4,62.7371,54.6046,2500,2
Scenario61,5,62.7909,59.6911,0,1
Scenario61,5,63.3169,60.2252,0,2
Scenario61,5,62.5934,60.2763,500,1
Scenario61,5,63.9564,60.756,500,2
Scenario61,5,61.1328,51.8217,1000,1
Scenario61,5,62.1893,52.0203,1000,2
Scenario61,5,54.4857,28.832,1500,1
Scenario61,5,57.5436,24.4071,1500,2
Scenario61,5,57.835,40.6151,2000,1
Scenario61,5,61.1615,48.1874,2000,2
Scenario61,5,59.8383,45.7079,2500,1
Scenario61,5,63.4588,58.3972,2500,2
Scenario62,1,63.1673,59.3356,0,1
Scenario62,1,62.9698,59.0665,0,2
Scenario62,1,63.1108,59.8911,500,1
Scenario62,1,63.9319,60.7433,500,2
Scenario62,1,63.4244,60.9746,1000,1
Scenario62,1,64.4294,61.3036,1000,2
Scenario62,1,63.2494,60.0582,1500,1
Scenario62,1,64.3608,61.8576,1500,2
Scenario62,1,63.1877,60.3211,2000,1
Scenario62,1,64.6842,61.4472,2000,2
Scenario62,1,62.6908,53.4145,2500,1
Scenario62,1,63.9407,55.7251,2500,2
Scenario62,1,61.1217,39.0834,3000,1
Scenario62,1,62.3746,33.2964,3000,2
Scenario62,1,61.1025,46.7829,3500,1
Scenario62,1,63.2,45.8714,3500,2
Scenario62,1,61.5025,51.1709,4000,1
Scenario62,1,63.8346,56.8515,4000,2
Scenario62,1,62.2153,53.4939,4500,1
Scenario62,1,64.3873,61.2646,4500,2
Scenario62,2,62.7039,60.7026,0,1
Scenario62,2,62.722,59.7597,0,2
Scenario62,2,62.7899,60.4602,500,1
Scenario62,2,63.7492,61.126,500,2
Scenario62,2,63.4843,61.4823,1000,1
Scenario62,2,64.4036,61.6574,1000,2
Scenario62,2,63.539,59.8832,1500,1
Scenario62,2,64.2321,60.4338,1500,2
Scenario62,2,63.5349,60.1523,2000,1
Scenario62,2,64.6029,60.4454,2000,2
Scenario62,2,62.9447,46.6357,2500,1
Scenario62,2,64.2815,59.2473,2500,2
Scenario62,2,61.3271,39.0586,3000,1
Scenario62,2,63.4529,37.6522,3000,2
Scenario62,2,61.6404,49.915,3500,1
Scenario62,2,63.5675,59.8636,3500,2
Scenario62,2,61.9907,54.6702,4000,1
Scenario62,2,63.7652,60.0048,4000,2
Scenario62,2,62.4797,54.3614,4500,1
Scenario62,2,64.0964,59.8171,4500,2
Scenario62,3,62.6616,59.4984,0,1
Scenario62,3,62.7783,57.1336,0,2
Scenario62,3,62.7853,59.8632,500,1
Scenario62,3,63.8725,61.291,500,2
Scenario62,3,63.4376,61.5813,1000,1
Scenario62,3,64.2482,61.9751,1000,2
Scenario62,3,63.4242,60.1857,1500,1
Scenario62,3,64.3228,61.9236,1500,2
Scenario62,3,63.4149,57.7354,2000,1
Scenario62,3,64.6865,61.3212,2000,2
Scenario62,3,62.8263,57.619,2500,1
Scenario62,3,64.0283,58.8431,2500,2
Scenario62,3,61.4185,43.3307,3000,1
Scenario62,3,62.2505,35.3759,3000,2
Scenario62,3,61.3781,49.1289,3500,1
Scenario62,3,63.1309,54.6648,3500,2
Scenario62,3,61.6727,51.311,4000,1
Scenario62,3,63.5992,57.9199,4000,2
Scenario62,3,62.1074,55.1347,4500,1
Scenario62,3,64.0146,59.4952,4500,2
Scenario62,4,62.7485,59.965,0,1
Scenario62,4,63.2029,56.9749,0,2
Scenario62,4,62.9957,60.4557,500,1
Scenario62,4,63.8072,59.0562,500,2
Scenario62,4,63.2842,61.1652,1000,1
Scenario62,4,64.5029,61.7543,1000,2
Scenario62,4,63.2173,60.8521,1500,1
Scenario62,4,64.5272,61.6672,1500,2
Scenario62,4,63.4217,60.9478,2000,1
Scenario62,4,64.7115,61.8803,2000,2
Scenario62,4,62.6948,56.8853,2500,1
Scenario62,4,64.1141,55.8188,2500,2
Scenario62,4,60.4087,46.7435,3000,1
Scenario62,4,61.6832,32.2102,3000,2
Scenario62,4,60.4839,46.9069,3500,1
Scenario62,4,62.8715,52.7504,3500,2
Scenario62,4,61.1274,48.4137,4000,1
Scenario62,4,63.5017,56.8855,4000,2
Scenario62,4,61.8101,50.6914,4500,1
Scenario62,4,64.0376,57.9353,4500,2
Scenario62,5,62.7897,59.631,0,1
Scenario62,5,63.3182,60.2434,0,2
Scenario62,5,62.9313,59.7228,500,1
Scenario62,5,64.2576,61.4508,500,2
Scenario62,5,63.356,61.1708,1000,1
Scenario62,5,64.863,60.3963,1000,2
Scenario62,5,63.2763,60.248,1500,1
Scenario62,5,64.8688,61.4112,1500,2
Scenario62,5,63.2507,60.7475,2000,1
Scenario62,5,64.9509,61.9928,2000,2
Scenario62,5,62.784,54.2096,2500,1
Scenario62,5,64.4797,52.905,2500,2
Scenario62,5,61.2003,40.136,3000,1
Scenario62,5,63.2127,26.2559,3000,2
Scenario62,5,61.3224,52.4138,3500,1
Scenario62,5,63.5989,54.7799,3500,2
Scenario62,5,61.7429,56.0116,4000,1
Scenario62,5,64.1141,59.7404,4000,2
Scenario62,5,62.3328,56.3806,4500,1
Scenario62,5,64.4648,61.2573,4500,2
Scenario63,1,63.1385,59.6423,0,1
Scenario63,1,62.8612,60.5602,0,2
Scenario63,1,63.1285,60.4014,500,1
Scenario63,1,63.2343,60.6945,500,2
Scenario63,1,63.5964,56.9413,1000,1
Scenario63,1,63.8335,58.2573,1000,2
Scenario63,1,62.5749,39.4532,1500,1
Scenario63,1,63.2908,52.187,1500,2
Scenario63,1,63.1147,50.6207,2000,1
Scenario63,1,63.1338,56.8821,2000,2
Scenario63,1,63.1259,53.9234,2500,1
Scenario63,1,63.1629,57.3532,2500,2
Scenario63,2,62.7863,59.4179,0,1
Scenario63,2,62.8813,58.8475,0,2
Scenario63,2,62.7036,59.4552,500,1
Scenario63,2,63.1858,60.046,500,2
Scenario63,2,62.9167,54.1338,1000,1
Scenario63,2,63.4447,52.4964,1000,2
Scenario63,2,60.9348,39.4251,1500,1
Scenario63,2,61.617,32.1678,1500,2
Scenario63,2,61.9184,48.5596,2000,1
Scenario63,2,62.1026,41.389,2000,2
Scenario63,2,62.5672,51.775,2500,1
Scenario63,2,62.6622,45.1332,2500,2
Scenario63,3,62.8281,58.2569,0,1
Scenario63,3,62.7235,58.0876,0,2
Scenario63,3,62.6295,55.9856,500,1
Scenario63,3,63.3551,58.5947,500,2
Scenario63,3,63.0907,55.1414,1000,1
Scenario63,3,63.9096,60.6742,1000,2
Scenario63,3,61.5177,45.4042,1500,1
Scenario63,3,62.9925,55.3228,1500,2
Scenario63,3,62.288,53.8288,2000,1
Scenario63,3,62.7516,53.7849,2000,2
